ObjectNumber,Ed_cell_mean_value,Ed_cell_variance,Ed_agg_mean_value,Ed_agg_max_value,Ed_agg_min_value,Ed_agg_top_50_value,Ed_agg_top_25_value,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish
2,0.0439071469008922,0.0003711077442858,0.03480198234319687,0.06469477713108063,0.00033080155844800174,0.043592892587184906,0.048507653176784515,H1975,2,Osimertinib,0,1
3,0.1112269833683967,0.0049547282978892,0.0642317533493042,0.17757509648799896,0.0008787607657723129,0.09176390618085861,0.11189147084951401,H1975,2,Osimertinib,0,1
4,0.0890073999762535,0.0035576459486037,0.03657112643122673,0.06594477593898773,0.010304216295480728,0.0467926450073719,0.0528269037604332,H1975,2,Osimertinib,0,1
5,0.0595917850732803,0.0008385076071135,0.027518676593899727,0.07477118074893951,2.213551397289848e-06,0.042521849274635315,0.05157520994544029,H1975,2,Osimertinib,0,1
1,0.0005328129627741,3.355538865434937e-05,0.02494974434375763,0.041538141667842865,0.003094022860750556,0.03505028039216995,0.040068626403808594,H1975,2,Osimertinib,1,1
2,0.0671268329024314,0.0013192116748541,0.03739215433597565,0.08125091344118118,0.001186152221634984,0.050123073160648346,0.05715879052877426,H1975,2,Osimertinib,1,1
1,0.0679445788264274,0.0012948799412697,0.0395083874464035,0.10726724565029144,0.008748218417167664,0.052955977618694305,0.063573457300663,H1975,2,Osimertinib,10,1
1,0.147053450345993,0.0102226175367832,0.06995699554681778,0.15469953417778015,0.0017353069270029664,0.09512455016374588,0.11511710286140442,H1975,2,Osimertinib,11,1
1,0.0967483446002006,0.0084378151223063,0.09742508828639984,0.22538557648658752,0.0011259320890530944,0.13326820731163025,0.15675222873687744,H1975,2,Osimertinib,12,1
2,0.0307406485080719,0.0026118222158402,0.031678974628448486,0.10610639303922653,0.0003607867984101176,0.04725513234734535,0.05890566483139992,H1975,2,Osimertinib,12,1
3,0.0912374258041381,0.0053804172202944,0.04673824459314346,0.18706899881362915,1.2401481399137992e-05,0.06810292601585388,0.08585017919540405,H1975,2,Osimertinib,12,1
4,0.0158698260784149,0.0034589667338877,0.15935751795768738,0.4043698310852051,0.010314800776541233,0.22645823657512665,0.26635223627090454,H1975,2,Osimertinib,12,1
5,0.0360355824232101,0.005923650227487,0.07022813707590103,0.1629936695098877,0.011707416735589504,0.10124015808105469,0.12226420640945435,H1975,2,Osimertinib,12,1
1,0.0613532438874244,0.0046203108504414,0.03361642733216286,0.10059890896081924,0.0011123170843347907,0.04985416308045387,0.06150953099131584,H1975,2,Osimertinib,13,1
2,0.451153039932251,0.0751345679163932,0.41061103343963623,0.47557076811790466,0.34553617238998413,0.43605560064315796,0.44823557138442993,H1975,2,Osimertinib,13,1
3,0.1796063929796219,0.047980897128582,0.4131122827529907,0.5224600434303284,0.283541738986969,0.47135117650032043,0.494985967874527,H1975,2,Osimertinib,13,1
1,0.0784594640135765,0.0063860965892672,0.0436912439763546,0.15674537420272827,0.0007201845292001963,0.06553566455841064,0.08328224718570709,H1975,2,Osimertinib,14,1
2,0.2311117053031921,0.0174535140395164,0.09607870131731033,0.14100581407546997,0.039569322019815445,0.11808741092681885,0.1294167935848236,H1975,2,Osimertinib,14,1
1,0.0177221838384866,0.0024245830718427,0.09861738979816437,0.27308332920074463,0.005135032813996077,0.1467086374759674,0.17911170423030853,H1975,2,Osimertinib,15,1
2,0.0535565093159675,0.0014930256875231,0.028320621699094772,0.053923048079013824,0.00028491203556768596,0.03764914721250534,0.04276980832219124,H1975,2,Osimertinib,15,1
1,0.0816981345415115,0.0030695262830704,0.04531620070338249,0.11307995021343231,0.00580766424536705,0.061257846653461456,0.07293367385864258,H1975,2,Osimertinib,16,1
1,0.0400424860417842,0.00075000571087,0.030792932957410812,0.10704726725816727,0.000478108850074932,0.04426032677292824,0.053768157958984375,H1975,2,Osimertinib,17,1
1,0.0474291183054447,0.0001768431538948,0.03806597739458084,0.06038377806544304,0.019221298396587372,0.044836025685071945,0.04854470491409302,H1975,2,Osimertinib,18,1
1,0.0706718266010284,0.0036612169351428,0.03127498924732208,0.09251833707094193,0.001246955362148583,0.04859267920255661,0.06133268028497696,H1975,2,Osimertinib,19,1
2,0.1257737725973129,0.0047837533056735,0.08749815076589584,0.16954894363880157,0.013036740943789482,0.11851934343576431,0.13898277282714844,H1975,2,Osimertinib,19,1
1,0.0611992701888084,0.0019355098484084,0.0429692305624485,0.0986509695649147,0.0008653210825286806,0.056821659207344055,0.06575215607881546,H1975,2,Osimertinib,2,1
2,0.0255093500018119,0.0047149937599897,0.11877501755952835,0.2684785723686218,2.267609852424357e-05,0.17588140070438385,0.21467700600624084,H1975,2,Osimertinib,2,1
3,0.1159235835075378,0.0081501174718141,0.050528205931186676,0.11670053005218506,0.0011774096637964249,0.07164932042360306,0.08565273880958557,H1975,2,Osimertinib,2,1
4,0.0886534303426742,0.005749377887696,0.027088109403848648,0.05681980773806572,0.0011954082874581218,0.035849880427122116,0.04204980656504631,H1975,2,Osimertinib,2,1
5,0.0738456398248672,0.0029118771199136,0.059070538729429245,0.14432403445243835,0.002034346340224147,0.08188823610544205,0.0953967496752739,H1975,2,Osimertinib,2,1
1,0.0835732892155647,0.0041563361883163,0.06962790340185165,0.13247083127498627,0.010697242803871632,0.09689899533987045,0.10990308225154877,H1975,2,Osimertinib,20,1
2,0.0839051529765129,0.0014091320335865,0.057197682559490204,0.1286611109972,0.004085145425051451,0.07358817756175995,0.08393853902816772,H1975,2,Osimertinib,20,1
3,0.0012556456495076,0.0001664856099523,0,0,0,0,0,H1975,2,Osimertinib,20,1
1,0.2283962368965149,0.0113689145073294,0.16121235489845276,0.21351298689842224,0.09472306817770004,0.1873685121536255,0.200782909989357,H1975,2,Osimertinib,3,1
2,0.0938798412680625,0.0017575812526047,0.05523105338215828,0.10248453915119171,0.022638361901044846,0.066654734313488,0.07330358028411865,H1975,2,Osimertinib,3,1
3,0.0108306091278791,0.0015208234544843,0.1016334667801857,0.3231760263442993,0.002967961598187685,0.1592482179403305,0.20581024885177612,H1975,2,Osimertinib,3,1
1,0.0627543404698371,0.0012314873747527,0.03693532198667526,0.10186104476451874,0.003431908320635557,0.04991051182150841,0.05800095573067665,H1975,2,Osimertinib,4,1
1,0.0734712183475494,0.0038273751270025,0.03100418485701084,0.0584217794239521,0.010805405676364899,0.040523529052734375,0.04674042761325836,H1975,2,Osimertinib,5,1
2,0.1504613012075424,0.0229671373963356,0.13868266344070435,0.35326579213142395,0.0014332504943013191,0.17876960337162018,0.20463526248931885,H1975,2,Osimertinib,5,1
3,0.037254549562931,0.0084658060222864,0.20148815214633942,0.39009907841682434,0.00044827969395555556,0.2715502977371216,0.3174303472042084,H1975,2,Osimertinib,5,1
1,0.134308248758316,0.0047486298717558,0.05301959440112114,0.09035954624414444,0.013929185457527637,0.06646712124347687,0.07360559701919556,H1975,2,Osimertinib,6,1
1,0.0290521960705518,0.0032050691079348,0.047351546585559845,0.15548785030841827,0.0009929775260388851,0.07492636889219284,0.09669666737318039,H1975,2,Osimertinib,7,1
2,0.0620558857917785,0.0038517240900546,0.052184488624334335,0.20668306946754456,1.2246920050529297e-05,0.08102566748857498,0.10454678535461426,H1975,2,Osimertinib,7,1
3,0.0471585839986801,0.0020461629610508,0.024966757744550705,0.07450173795223236,0.0013489521807059646,0.038618601858615875,0.04780781269073486,H1975,2,Osimertinib,7,1
4,0.006809655111283,0.0010990411974489,0,0,0,0,0,H1975,2,Osimertinib,7,1
1,0.0678569003939628,0.006367873866111,0.08850106596946716,0.21794429421424866,0.0007726728217676282,0.13183915615081787,0.1645616739988327,H1975,2,Osimertinib,8,1
2,0.0743714720010757,0.0049842544831335,0.05999145656824112,0.19038717448711395,9.762799891177565e-05,0.08876530826091766,0.10876656323671341,H1975,2,Osimertinib,8,1
3,0.0626250281929969,0.0024368823505938,0.028978386893868446,0.07181280106306076,0.000826756760943681,0.041777774691581726,0.05037729814648628,H1975,2,Osimertinib,8,1
1,0.1688649207353592,0.0190387777984142,0.189069926738739,0.37193310260772705,0.037711001932621,0.24267242848873138,0.27586230635643005,H1975,2,Osimertinib,9,1
2,0.2691161036491394,0.0238983444869518,0.18209655582904816,0.37721437215805054,0.061586737632751465,0.2243112176656723,0.25058212876319885,H1975,2,Osimertinib,9,1
3,0.0599706247448921,0.0037973499856889,0.02681029587984085,0.06777755916118622,0.00042153068352490664,0.0394979789853096,0.0473036915063858,H1975,2,Osimertinib,9,1
4,0.1625724136829376,0.0077363848686218,0.08731421083211899,0.16729164123535156,0.02847948856651783,0.11025440692901611,0.12920527160167694,H1975,2,Osimertinib,9,1
1,0.140440285205841,0.0263199489563703,0.2018129676580429,0.44147419929504395,0.01233662012964487,0.25949618220329285,0.2989300787448883,H1975,2,Osimertinib,0,2
2,0.0899988114833831,0.0022257687523961,0.04850297421216965,0.14115068316459656,0.00011487543088151142,0.06849991530179977,0.08207514882087708,H1975,2,Osimertinib,0,2
3,0.1007392778992652,0.0098496368154883,0.06488299369812012,0.14946265518665314,0.001550925662741065,0.09050121903419495,0.10752309858798981,H1975,2,Osimertinib,0,2
1,0.1864981204271316,0.0096831796690821,0.11190231144428253,0.19951801002025604,0.027152420952916145,0.13931487500667572,0.15806697309017181,H1975,2,Osimertinib,1,2
2,0.1141934022307396,0.0031424616463482,0.06715434789657593,0.09894243627786636,0.033817242830991745,0.07885805517435074,0.08586609363555908,H1975,2,Osimertinib,1,2
1,0.0980008766055107,0.0034211999736726,0.06379689276218414,0.1842988133430481,0.009992466308176517,0.08573772013187408,0.10509880632162094,H1975,2,Osimertinib,10,2
2,0.091361716389656,0.0052177254110574,0.03673998638987541,0.08563771098852158,0.0002880192769225687,0.051331955939531326,0.060460492968559265,H1975,2,Osimertinib,10,2
3,0.0535678043961524,0.0026056827045977,0.04291365295648575,0.12839274108409882,0.000836435763631016,0.06542254984378815,0.0805811882019043,H1975,2,Osimertinib,10,2
4,0.0457215495407581,0.0014982385328039,0.03702342510223389,0.11298435181379318,9.042214514920488e-05,0.054400067776441574,0.06631995737552643,H1975,2,Osimertinib,10,2
1,0.024613594636321,0.0008288036915473,0.02863743156194687,0.07164878398180008,0.00021000781271141022,0.03892296180129051,0.04612988606095314,H1975,2,Osimertinib,11,2
2,0.0542309023439884,0.0024667510297149,0.02959604188799858,0.06886538863182068,0.00034676544601097703,0.0442790612578392,0.05364604294300079,H1975,2,Osimertinib,11,2
3,0.0428354889154434,0.0019590910524129,0.019082605838775635,0.04709795489907265,0.0002006128488574177,0.0305086188018322,0.03777888044714928,H1975,2,Osimertinib,11,2
1,0.1860030442476272,0.0115162590518593,0.12448837608098984,0.24755573272705078,0.04613054171204567,0.15230926871299744,0.1735469102859497,H1975,2,Osimertinib,12,2
1,6.747254519723356e-05,1.1032167094526812e-05,0,0,0,0,0,H1975,2,Osimertinib,13,2
2,0.0299844704568386,0.00269863801077,0.030289921909570694,0.07091102004051208,0.00523944990709424,0.04941554367542267,0.0625290647149086,H1975,2,Osimertinib,13,2
1,0.0690817236900329,0.0011589750647544,0.033489298075437546,0.06505206227302551,0.003598047187551856,0.04207908362150192,0.04713954031467438,H1975,2,Osimertinib,14,2
1,0.0805322229862213,0.0060166008770465,0.0681036114692688,0.1942947655916214,3.270078377681784e-05,0.10222108662128448,0.12427469342947006,H1975,2,Osimertinib,15,2
2,0.030084028840065,0.0026741593610495,0.05544367432594299,0.23052476346492767,0.0004368048976175487,0.08772814273834229,0.1143474206328392,H1975,2,Osimertinib,15,2
3,0.0263972785323858,0.0010947723640128,0.0216235164552927,0.06177816167473793,0.0014236846473067999,0.03272448852658272,0.040610674768686295,H1975,2,Osimertinib,15,2
1,0.0838268771767616,0.0043044299818575,0.028460072353482246,0.06391249597072601,0.0011405445402488112,0.04191596433520317,0.05055495351552963,H1975,2,Osimertinib,16,2
1,0.225735068321228,0.0305045396089553,0.11974751949310303,0.17918124794960022,0.07049809396266937,0.13729597628116608,0.1488843560218811,H1975,2,Osimertinib,17,2
2,0.0528524927794933,0.0006038437713868,0.028631575405597687,0.05622785538434982,0.00011612650996539742,0.03792492672801018,0.043017469346523285,H1975,2,Osimertinib,17,2
1,0.0744827985763549,0.000820611254312,0.048774152994155884,0.07489631325006485,0.01881568692624569,0.05837385356426239,0.06358939409255981,H1975,2,Osimertinib,18,2
2,0.3850370645523071,0.0325423069298267,0.17785799503326416,0.22111622989177704,0.11940710991621017,0.19584327936172485,0.20701618492603302,H1975,2,Osimertinib,18,2
3,0.0789713934063911,0.0078757144510746,0.11796723306179047,0.292765349149704,0.002995413960888982,0.17021170258522034,0.2084391564130783,H1975,2,Osimertinib,18,2
4,0.0354446917772293,0.0036893605720251,0.03795136883854866,0.10121403634548187,0.0006948013324290514,0.05417204648256302,0.06559295952320099,H1975,2,Osimertinib,18,2
5,0.0516789592802524,0.0026984740979969,0.025619039312005043,0.09126530587673187,0.0004771206295117736,0.0392054058611393,0.049630604684352875,H1975,2,Osimertinib,18,2
1,0.2333847880363464,0.0177044197916984,0.12494366616010666,0.20200273394584656,0.050118282437324524,0.1544470638036728,0.17107616364955902,H1975,2,Osimertinib,19,2
1,0.1395498216152191,0.0144947385415434,0.18378064036369324,0.4201887547969818,0.0011540610576048493,0.2531561851501465,0.2954017221927643,H1975,2,Osimertinib,2,2
2,0.0397795289754867,0.0014211478410288,0.016723258420825005,0.04469906538724899,0.0003998721658717841,0.026005085557699203,0.03294667974114418,H1975,2,Osimertinib,2,2
3,0.0509269163012504,0.0036566562484949,0.02574544958770275,0.09272155910730362,0.002407887252047658,0.04122448340058327,0.05465201288461685,H1975,2,Osimertinib,2,2
1,0.0168797522783279,0.0007720994763076,0.024701697751879692,0.101826012134552,0.0014703860506415367,0.03755217790603638,0.04853026568889618,H1975,2,Osimertinib,20,2
1,0.0775307416915893,0.0086345318704843,0.04057660698890686,0.11609663814306259,0.002295657293871045,0.062100306153297424,0.07917586714029312,H1975,2,Osimertinib,21,2
2,0.1212880536913871,0.0070423143915832,0.05877818912267685,0.14891450107097626,0.0013692493084818125,0.08236441016197205,0.09784533083438873,H1975,2,Osimertinib,21,2
3,0.1241341158747673,0.0040751849301159,0.06705775856971741,0.1284666359424591,0.0109813641756773,0.08431623131036758,0.09521180391311646,H1975,2,Osimertinib,21,2
1,0.0021050262730568,0.0002955012896563,0.10614535212516785,0.2937261760234833,0.0025708286557346582,0.15947730839252472,0.1944536715745926,H1975,2,Osimertinib,22,2
2,0.0435532666742801,0.004761813674122,0.0748373493552208,0.20328094065189362,0.00039686006493866444,0.1147819310426712,0.14977428317070007,H1975,2,Osimertinib,22,2
3,0.0502642653882503,0.0037127444520592,0.03560731187462807,0.12093840539455414,0.0001461826468585059,0.056233543902635574,0.07218857109546661,H1975,2,Osimertinib,22,2
1,0.0909233018755912,0.0137062910944223,0.0657995343208313,0.10360873490571976,0.0065095145255327225,0.0861240103840828,0.0946604460477829,H1975,2,Osimertinib,23,2
2,0.1637842208147049,0.0148243494331836,0.17749206721782684,0.40900683403015137,0.028002656996250153,0.23881705105304718,0.27535808086395264,H1975,2,Osimertinib,23,2
3,0.0583517141640186,0.003007877850905,0.04449637979269028,0.10781128704547882,0.0010999013902619481,0.06403934210538864,0.07582353055477142,H1975,2,Osimertinib,23,2
4,0.0062171788886189,0.0006814312655478,0.04293625429272652,0.1702537089586258,0.002778611145913601,0.07605824619531631,0.1702537089586258,H1975,2,Osimertinib,23,2
1,0.0610869564116001,0.0016299615381285,0.027058271691203117,0.06435397267341614,0.0011074637295678258,0.03670325130224228,0.04249655827879906,H1975,2,Osimertinib,24,2
2,0.0405439995229244,0.0022305049933493,0.02849411405622959,0.08389594405889511,0.00011755280866054818,0.04306698963046074,0.05311213806271553,H1975,2,Osimertinib,24,2
3,0.0454040244221687,0.0040671611204743,0.05602250620722771,0.1899062693119049,0.0007474051089957356,0.08585330098867416,0.11030416190624237,H1975,2,Osimertinib,24,2
1,0.0504512712359428,0.0009527736110612,0.04610618203878403,0.11199752986431122,0.000877487997058779,0.060966797173023224,0.07206300646066666,H1975,2,Osimertinib,25,2
2,0.1234797611832618,0.0026036095805466,0.08284524828195572,0.1277877688407898,0.053169820457696915,0.09738113731145859,0.1055595874786377,H1975,2,Osimertinib,25,2
1,0.0222858823835849,0.0012641225475817,0.0243698600679636,0.11368247866630554,0.00016757658158894628,0.037338655441999435,0.04926939308643341,H1975,2,Osimertinib,26,2
2,0.1062152087688446,0.0056262891739606,0.06150722876191139,0.1611594706773758,0.0035909507423639297,0.08464915305376053,0.10038089752197266,H1975,2,Osimertinib,26,2
1,0.0549165457487106,0.0059816990979015,0.04776722192764282,0.13267068564891815,0.0013826402137055993,0.07417105883359909,0.09536202251911163,H1975,2,Osimertinib,3,2
2,0.0595935881137847,0.0090335132554173,0.13412116467952728,0.3950706422328949,0.0022837647702544928,0.20472273230552673,0.264342337846756,H1975,2,Osimertinib,3,2
3,0.0819560587406158,0.0034583534579724,0.03902394697070122,0.11404554545879364,0.0014637707499787211,0.05512203276157379,0.06538386642932892,H1975,2,Osimertinib,3,2
1,0.0900213569402694,0.0033363595139235,0.047595422714948654,0.08256933093070984,0.022350551560521126,0.05953196808695793,0.06604669243097305,H1975,2,Osimertinib,4,2
1,0.0517126470804214,0.0123605085536837,0.278036892414093,0.4438978433609009,0.06611162424087524,0.35085251927375793,0.3887569010257721,H1975,2,Osimertinib,6,2
2,0.0526076070964336,0.0023905530106276,0.02994713932275772,0.09808123856782913,0.00038735667476430535,0.043374259024858475,0.0537007674574852,H1975,2,Osimertinib,6,2
1,0.0010078005725517,0.0001493629533797,0.11063220351934433,0.2547461688518524,0.016773764044046402,0.15299715101718903,0.18486610054969788,H1975,2,Osimertinib,7,2
2,0.0869549661874771,0.0067790285684168,0.062375135719776154,0.1942264437675476,0.0005044119316153228,0.09702671319246292,0.12538032233715057,H1975,2,Osimertinib,7,2
3,0.0498114414513111,0.0008900836692191,0.0386677049100399,0.07225538790225983,0.00505207059904933,0.04903917387127876,0.0553637333214283,H1975,2,Osimertinib,7,2
4,0.0331306084990501,0.0046889749355614,0.12161725759506226,0.3026120960712433,0.012711296789348125,0.17412486672401428,0.21293996274471283,H1975,2,Osimertinib,7,2
1,0.0886056944727897,0.0026392594445496,0.046705037355422974,0.08703747391700745,0.012488733045756817,0.0585140697658062,0.06595836579799652,H1975,2,Osimertinib,8,2
1,0.000116465773317,1.745025656418875e-05,0,0,0,0,0,H1975,2,Osimertinib,9,2
2,0.051393024623394,0.0036101210862398,0.025351066142320633,0.06948404014110565,0.0008121312130242586,0.0393572598695755,0.04978518560528755,H1975,2,Osimertinib,9,2
